word,creole_word,creole name
performance,pèfomans,Haitian
perfume,pafen,Haitian
perhaps,petèt,Haitian
peril,danje,Haitian
periodic,peryodik,Haitian
periodic table,tablo peryodik,Haitian
perish,peri,Haitian
per up ones ears,kole zorèy,Haitian
permission,pèmisyon,Haitian
permit,"n lisans, pèmi",Haitian
permit,v pèmèt,Haitian
perplex,anbarase,Haitian
persecute,pèsekite,Haitian
persist,pèsiste,Haitian
person,moun,Haitian
personnel,pèsonèl,Haitian
perspiration,swè,Haitian
persuade,pèsuade,Haitian
pet,n bèt kay,Haitian
petrol,petròl,Haitian
photograph,"foto, pòtre",Haitian
phrase,fraz,Haitian
physical,fizik,Haitian
physical education,edikasyon fizik,Haitian
pick,"v ranmase, pran",Haitian
pick,n pik,Haitian
picnic,piknik,Haitian
picture,"n foto, pòtre",Haitian
picture,"v figire, imajine",Haitian
pie,tat,Haitian
piece,"n moso, pyès",Haitian
piece,v kole,Haitian
pierce,pèse,Haitian
pig,kochon,Haitian
pigeon,pijon,Haitian
pile,n pil,Haitian
pillar,"poto, pilye",Haitian
pillow,zorye,Haitian
pimple,bouton,Haitian
pin,n zepeng,Haitian
pin,v tache,Haitian
pincers,pens,Haitian
pinch,v zongle,Haitian
pine,bwapen,Haitian
pineapple,anana,Haitian
pink,roz,Haitian
pipe,"n pip, tiyo",Haitian
pipe,v kondi,Haitian
pitcher,krich,Haitian
pity,n pitye,Haitian
place,n kote,Haitian
place,"v mete, poze",Haitian
~take place,pase,Haitian
placebo,plasebo,Haitian
placid,trankil,Haitian
plain,"adj klè, kare",Haitian
plian,n laplenn,Haitian
plait,n très,Haitian
plait,"v trese, kòde",Haitian
plan,plan,Haitian
plane (flat area),plèn,Haitian
plane (airplane),avyon,Haitian
plant,n plant,Haitian
plantain,bannan ( food: bannan pezé ),Haitian
plate,"asyèt, plat",Haitian
play,v jwe,Haitian
play,n pyèsteyat,Haitian
plea,"n plèd, jistifikasyon",Haitian
plead,"plede, enplore",Haitian
pleasant,anizan,Haitian
please,"v plè kontante, tanpri",Haitian
please note,note byen,Haitian
please!,"silvouple!, souple!",Haitian
pleasure,plezi,Haitian
pledge,n gaj,Haitian
pledge,v garanti,Haitian
plenty,"ase, anpil",Haitian
plot,v konplote,Haitian
plot (of land),"n pasèl, teren",Haitian
pluck,"deplimen, rache, keyi",Haitian
plug,v bouche,Haitian
plug,n priz kouran,Haitian
plum,prin,Haitian
plump,gra,Haitian
plunge,plonje,Haitian
pneumonia,nemoni,Haitian
pocket,n pòch,Haitian
pocket,v anpoche,Haitian
point,v montre,Haitian
point,n pwen,Haitian
poison,n pwazon,Haitian
poison,v anpwazonnen,Haitian
poker,pokè,Haitian
police,"polis, lapolis",Haitian
polite,"ploi, janti",Haitian
political,politikal,Haitian
politics,politik,Haitian
poll,"n vòt, eleksyon",Haitian
pond,basen,Haitian
ponder,reflechi,Haitian
pool,pisin,Haitian
poor,pòv,Haitian
very poor,brizorye,Haitian
population,popilasyon,Haitian
pork,kochon,Haitian
Port-au-Prince,Pòroprens,Haitian
porter,pòtè,Haitian
pose,pòz,Haitian
pose,v. poze,Haitian
possess,posede,Haitian
possibility,posiblite,Haitian
possibly,posib,Haitian
post,v poste,Haitian
post,poto,Haitian
post office,n lapòs,Haitian
postman,faktè,Haitian
postpone,retade,Haitian
pot,po,Haitian
potato,pòmdetè,Haitian
potato (sweet potato),patat,Haitian
pour,vide,Haitian
poverty,povrete,Haitian
powder,poud,Haitian
power,n pisans,Haitian
power,v alimante,Haitian
practically,prèxke,Haitian
praise,v glorifye,Haitian
praise,n elòj,Haitian
pray,priye,Haitian
prayer,lapryè,Haitian
precaution,prekosyon,Haitian
precede,"presede, vin anvan",Haitian
precious,"presye, chè",Haitian
precise,"presi, egzak",Haitian
predict,predi,Haitian
prediction,prediksyon,Haitian
preface,n prefas,Haitian
prefer,"prefer, pito",Haitian
preference,gou,Haitian
pregnant,"ansent, gròs",Haitian
prejudice,n prejije,Haitian
prepare,prepare,Haitian
presence,prezans,Haitian
present,"adj la, prezan",Haitian
present,n kado,Haitian
(be) present,prezante,Haitian
presently,"alèkile, kounye-a",Haitian
preserve,v prezève,Haitian
preserve,n konfiti,Haitian
preside,prezide,Haitian
president,prezidan,Haitian
press,v peze,Haitian
press (news),n laprès,Haitian
pretend,pretann,Haitian
pretty,bèl,Haitian
prevail,domine,Haitian
prevent,"prevni, evite, anpeche",Haitian
previous,presedan,Haitian
price,pri,Haitian
prick,v pike,Haitian
pride,fyète,Haitian
priest,"pè, prèt",Haitian
primary,anpremye,Haitian
primarily,premyèman,Haitian
principle,prensip,Haitian
print,v enprime,Haitian
prison,prizon,Haitian
private,prive,Haitian
probability,pwobabilite,Haitian
probable,prbab,Haitian
proceed,kontinye,Haitian
proceeds,"benefis, montan",Haitian
process,n. pwosesis,Haitian
proclaim,prklame,Haitian
procreate,"prokreye, fè pitit",Haitian
procure,"bay, fè jwenn",Haitian
produce,"n danre, legim",Haitian
profane,v. pwofane,Haitian
profession,"metye, pwofesyon",Haitian
professor,profesè,Haitian
proffer,prezante,Haitian
profit,n profi,Haitian
profit,v profite,Haitian
profound,"fon, byen panse",Haitian
profuse,abondan,Haitian
program,pwogram,Haitian
prohibit,defann,Haitian
prolong,prolonje,Haitian
prominent,"repete, fò",Haitian
promise,n promès,Haitian
promise,v promèt,Haitian
promote,"avanse, monte grad",Haitian
prompt,rapid,Haitian
pronounce,prononse,Haitian
proof,n prèv,Haitian
proof,v verifye,Haitian
proper,"onèt, konvnab",Haitian
property,"propriyete, byen",Haitian
propose,propoze,Haitian
prosper,"prospere, rive, reyisi",Haitian
protect,proteje,Haitian
prototype,pwototip,Haitian
protrude,"leve, pouse, soti",Haitian
proud,fyè,Haitian
prove,prouve,Haitian
proverb,"provèb, diton",Haitian
provide,fourni,Haitian
provided that,pouri ke,Haitian
prowl,v rode,Haitian
pub,"kafe, bistro",Haitian
publish,pibliye,Haitian
puff,n souf,Haitian
puff,v soufle,Haitian
puke,v vomi,Haitian
pull,"rale, tire",Haitian
pulley,pouli,Haitian
pump,n ponp,Haitian
pump,v ponpe,Haitian
punish,"pini, reprimande",Haitian
punishment,pinisyon,Haitian
pupil,elèv,Haitian
puppet,"poupe, mannken",Haitian
purchase,"n acha, komisyon",Haitian
purify,pirifye,Haitian
purpose,entansyon,Haitian
on purpose,esprè,Haitian
purse,n bous,Haitian
purse,v plise,Haitian
pursue,pouswiv,Haitian
push,v pouse,Haitian
put,"mete, depoze, sere, foure, etenn",Haitian
put under way,mete sou pye,Haitian
puzzle,devinèt,Haitian
quadruple,kat fwa,Haitian
quaint,dròl,Haitian
quake,tranbleman tè,Haitian
qualify,v. kalifye,Haitian
quality,kalite,Haitian
qualm,"kèplen, noze",Haitian
quantity,kantite,Haitian
quarrel,"batay, gouman",Haitian
quarry,karyè,Haitian
quart,"anka, ka galon",Haitian
quarter,katye onka,Haitian
quash,"kraze, toufe",Haitian
queen,rèn,Haitian
quench,"etenn, tranpe",Haitian
question,"kesyon,  kesyone",Haitian
quick,"vit, rapid",Haitian
quickly,vit,Haitian
quiet,trankil,Haitian
quilt,"kouvèti, lenn",Haitian
quit,"kite, lage",Haitian
quite,"ase, anverite, tou",Haitian
quiz,"egzamen,  ",Haitian
rabid,anraje,Haitian
rabbit,lapen,Haitian
race (contest),n kous,Haitian
race,v fè kous,Haitian
race (species),"n ras, rasmoun",Haitian
rack,etajè,Haitian
radiator,radyatè,Haitian
radio,radyo,Haitian
radish,radi,Haitian
rag,ranyon,Haitian
ragamuffin,sanzave,Haitian
rage,raj,Haitian
raid,"n atak, razya",Haitian
rail,"baro, parapè",Haitian
rain,n lapli,Haitian
misty rain,farinen,Haitian
torrential rain,lavalas,Haitian
raise,"v leve, drese, kanpe",Haitian
rally,n raliman,Haitian
rally,v rasanble,Haitian
ramble,divage,Haitian
ramp,ranp,Haitian
rancid,ransi,Haitian
random,aza,Haitian
range,"n pòte, direksyon",Haitian
range,"v aliyen, klase",Haitian
rank,n grad,Haitian
ransack,devalize,Haitian
ransom,ranson,Haitian
rap,v frape,Haitian
rape,v vyole,Haitian
rapid,"rapid, vit",Haitian
rapt,"anchante, antouzyas",Haitian
rare,adj ra,Haitian
rare,n vyann kri,Haitian
rarely,raman,Haitian
rascal,koken,Haitian
rash,adj enpridan,Haitian
rasp,"v kòche, rape",Haitian
rat,rat,Haitian
rate,"n pousantaj, to",Haitian
rather,pito,Haitian
ration,rasyon,Haitian
ravage,n ravaj,Haitian
ravage,"v devaste, ravaje",Haitian
rave,"v divage, tanpete",Haitian
ravel,"v mele, anbouye",Haitian
raven,"kaw, boustabak",Haitian
ravine,ravin,Haitian
ravish,"v dapiyan, vyole",Haitian
raw,kri,Haitian
ray,reyon,Haitian
raze,v demantle,Haitian
razor,razwa,Haitian
reach,"v atenn, rive, jwenn",Haitian
read,"li, fè lekti",Haitian
ready,adj pare,Haitian
ready,v prepare,Haitian
real,"reyèl, tout bon",Haitian
reality,reyalite,Haitian
realize,reyalize,Haitian
really,"konsa menm, vrèman",Haitian
rear,n dèyè,Haitian
rear,"v elve, drese",Haitian
reason,n rezon,Haitian
reason,"v rezone, reflechi",Haitian
reassure,rasire,Haitian
rebellion,rebelyon,Haitian
rebellious,rebèl,Haitian
rebuke,"reprimande, rele sou",Haitian
receive,resevwa,Haitian
recent,resan,Haitian
reception,resèpsyon,Haitian
reception room,sal resèpsyon,Haitian
recess,n rekreyasyon,Haitian
recommend,rekòmande,Haitian
recommendation,rekomandasyon,Haitian
recommence,v rekomanse,Haitian
record,n dosye,Haitian
record,v enskri,Haitian
recover,"repran, rejwenn",Haitian
red,rouj,Haitian
reduce,"redui, amensi",Haitian
reek,n charony,Haitian
reek,v santi move,Haitian
reel,n bobin,Haitian
reel,v bobine,Haitian
refer,v refere,Haitian
refrigerator,frijidè,Haitian
refugee,refigye,Haitian
refuse,n fatra,Haitian
refuse,v refize,Haitian
regard,"n rega, koutje",Haitian
regard,"v gade, konsidere",Haitian
region,"rejyon, zòn",Haitian
register,v. enskri,Haitian
registration,enskripsyon,Haitian
regret,n chagren,Haitian
regret,v regrete,Haitian
regular customer,pratik,Haitian
reject,n rejè,Haitian
reject,"v refize, rejete",Haitian
relate,"v rakonte, relate",Haitian
relation,relasyon,Haitian
relative,"paran, fanmi",Haitian
relax,"rilaks, detann",Haitian
release,n liberasyon,Haitian
release,"v lage, libere",Haitian
relief,"n solajman, alemye",Haitian
relish,"n gou, asezonman",Haitian
rely,"v depann sou, gen konfyans",Haitian
remain,n restan,Haitian
remain,v rete,Haitian
remark,n remak,Haitian
reamrk,v remake,Haitian
remedy,n remèd,Haitian
remedy,"v soulaje, swaye",Haitian
remember,sonje,Haitian
remind,"raple, fè sonje",Haitian
remission,konvalesans,Haitian
remit,remèt,Haitian
remorse,remò,Haitian
remote,"adj adistans, lwen",Haitian
remove,"retire, wete",Haitian
render,"remèt, rann, tradui (lang)",Haitian
rent,n lwaye,Haitian
rent,v lwe,Haitian
repair,"ranje, repare",Haitian
repeat,v repete,Haitian
reply,v. reponn,Haitian
report,rapè,Haitian
represent,v. reprezante,Haitian
representative,n. reprezantatif,Haitian
reproduction,repwodiksyon,Haitian
reputation,repitasyon,Haitian
request,v. mande,Haitian
request,demand,Haitian
research,rechèch,Haitian
resell,v. revann,Haitian
resemble,v. sanble,Haitian
reserved,rezève,Haitian
reserved seat,plas rezève,Haitian
residence,residans,Haitian
resist,reziste,Haitian
resource,resous,Haitian
respect,n respè,Haitian
respect,v respekte,Haitian
respond,reponn,Haitian
response,repons,Haitian
responsible,responsab,Haitian
responsibility,responsabilite,Haitian
rest,"v repoze, rete",Haitian
rest,"n restan, rès, repo",Haitian
restaurant,restoran,Haitian
restrict,restrenn,Haitian
result,rezilta,Haitian
return,"tounen, retounen",Haitian
reveal,"revele, devwale, gaye",Haitian
revenge,revanj,Haitian
review,"n revi, revisyon",Haitian
review,v repase,Haitian
revise,v korije,Haitian
reward,n rekonpans,Haitian
reward,v rekonpanse,Haitian
rib,"kòt, zokòt",Haitian
ribbon,riban,Haitian
rice,diri,Haitian
rich,rich,Haitian
rid,debarase,Haitian
riddle,n devinèt,Haitian
ride,v monte,Haitian
ridicule,"v bèt, ridikil",Haitian
rifle,fizi,Haitian
right (side),adj dwat,Haitian
right (directoin),adv adwat,Haitian
rights (legal),dwa,Haitian
human rights,dwa moun,Haitian
right here,isit-menm,Haitian
right there,isit-la-menm,Haitian
rigid,"rèd, rijid, sèk",Haitian
rind,"po, krout",Haitian
ring,bag,Haitian
ring,v. sonnen,Haitian
rinse,rense,Haitian
riot,atroupman,Haitian
ripe,"mi, apwen",Haitian
rise,leve kanpe,Haitian
ritual,"seremoni, degre",Haitian
river,"rivyè, flèv, dlo",Haitian
roach,ravèt,Haitian
road,"chemen, rout",Haitian
roar,"v gronde, ranmi",Haitian
rob,"vole, vòlè",Haitian
robber,vòlè,Haitian
rock,"ròch, galèt",Haitian
rock,"v balanse, dodinen",Haitian
rogue,"vakabon, vòlè",Haitian
role,wèl,Haitian
roll,v roule,Haitian
roll,n roulo,Haitian
romance,romans,Haitian
roof,"tèt kay, twakay",Haitian
room,chanm,Haitian
root,rasin,Haitian
rope,kòd,Haitian
rose,roz,Haitian
rot,n pouriti,Haitian
rot,v pouri,Haitian
rotten,pouri,Haitian
rough,brital,Haitian
round,adj ron,Haitian
round,v arondi,Haitian
rouse,reveye,Haitian
route,n rout,Haitian
route,v achemine,Haitian
rove,flannen,Haitian
row,"n ronje, ran",Haitian
row,v rame,Haitian
rub,"v frote, masaje",Haitian
rubber,kaoutchou,Haitian
rubbish,fatra,Haitian
rude,"grosoulye, grosye",Haitian
ruin,n ruin,Haitian
ruin,v ruine,Haitian
rule,n règ,Haitian
rule,"v dirije, kòmande",Haitian
rum,ronm,Haitian
rumor,"bri, chuichui",Haitian
run,kouri,Haitian
run away,v. kouri ale bè rout,Haitian
run down,v. koule,Haitian
run over,v. kraze,Haitian
rust,n rouy,Haitian
rust,v rouye,Haitian
rusty,rouye,Haitian
 rare,ra,Haitian
short,ra,Haitian
fill to the brim,ra boday,Haitian
to botch. botched,rabache,Haitian
to overcast,rabat,Haitian
undercooked,rabi,Haitian
to shove,raboure,Haitian
o plow,raboure,Haitian
axe,"rach , aks",Haitian
pluck,"rache, keyi",Haitian
mince,"rache, filange",Haitian
extricate,rache,Haitian
snatch,rache,Haitian
bay,"rad, gòlf, bè",Haitian
clothes,rad,Haitian
clothing,rad,Haitian
garment,rad,Haitian
radiator,radyatè,Haitian
radio,radyo,Haitian
x-ray,radyografi,Haitian
gust,rafal,Haitian
scrape,rafle,Haitian
chill,rafredi,Haitian
rage,raj,Haitian
backwoods,raje,Haitian
bush,"raje, rak",Haitian
weed,raje,Haitian
acrid,"rak, brak",Haitian
bush,rak,Haitian
forest,rakbwa,Haitian
mend,rakomode,Haitian
mend,rakomode,Haitian
patch,rakomode,Haitian
relate,"rakonte, relate",Haitian
tell,"rakonte, di",Haitian
narrate,rakonte,Haitian
withdraw,rale soti,Haitian
moan,"rale, jemi",Haitian
pull,"rale, tire",Haitian
draw,rale,Haitian
extract v,rale,Haitian
stretch v,rale,Haitian
take out,rale,Haitian
zoom,rale,Haitian
rarely,raman,Haitian
row,rame,Haitian
row,ran,Haitian
appointment,randevou,Haitian
reenforce,ranfòse,Haitian
arrange,ranje (òganize),Haitian
repair,"ranje, repare",Haitian
fix,ranje,Haitian
meet,"rankontre, kontre ak, fè konesans",Haitian
join,"rankontre, reyini, koud",Haitian
meet,rankout,Haitian
pick,"ranmase, pran, kanpe",Haitian
acquire,"ranmase, trouve",Haitian
fork,ranmase,Haitian
gather,ranmase,Haitian
roar,"ranmi, gwonde",Haitian
find out,rann kont,Haitian
ascertain,rann kont,Haitian
exhale,"rann souf, egzale",Haitian
ascertain,rann kont,Haitian
render,"rann, tradui (lang)",Haitian
howl,ranni,Haitian
creep,"ranpe, glise",Haitian
crawl,ranpe,Haitian
fulfill,"ranpli, akonpli",Haitian
buffoon,"ransè, voryen",Haitian
dawdle,ranse,Haitian
ransom,ranson,Haitian
accede,rantre,Haitian
access,rantre,Haitian
access,rantre,Haitian
get back,rantre,Haitian
go in,rantre,Haitian
defer,ranvwaye,Haitian
dismiss,ranvwaye,Haitian
expel,ranvwaye,Haitian
rag,ranyon,Haitian
shabby,ranyon,Haitian
rasp,rape,Haitian
report,rapè,Haitian
rapid,rapid (vit),Haitian
fast,rapid,Haitian
prompt,rapid,Haitian
quick,rapid,Haitian
swift,rapid,Haitian
speed,rapidite,Haitian
quickly,rapidman,Haitian
"to patch, patched",rapistole,Haitian
remind,raple,Haitian
mend,rapyese (rakomode),Haitian
rural Mardi Gras,rara,Haitian
inbred,ras kabrit,Haitian
race (species),ras,Haitian
accumulate,rasanble,Haitian
congregate,rasanble,Haitian
gathering,rasanbleman,Haitian
root,rasin,Haitian
reassure,rasire,Haitian
race (species),rasmoun,Haitian
ration,rasyon,Haitian
rat,rat,Haitian
fail,rate,Haitian
scarcity,ratezon,Haitian
rake,rato,Haitian
"to shorten, to shrink, shortened",ratresi,Haitian
ravage,ravaj,Haitian
destructive,ravajè,Haitian
ravage,ravaje,Haitian
cockroach (roach),ravèt,Haitian
ditch,"ravin, twou",Haitian
ravine,ravin,Haitian
abhor,rayi,Haitian
detest,rayi,Haitian
hate,rayi,Haitian
hate,"rayisman,  rayi",Haitian
boring,raz (penitan),Haitian
 bore,raz,Haitian
vague,raz,Haitian
broke,razè,Haitian
shave,raze,Haitian
razor,razwa,Haitian
raid,razya,Haitian
raid,razya,Haitian
reshuffle,rebat,Haitian
rebellious,rebèl,Haitian
rebellion,rebelyon,Haitian
brim,rebò,Haitian
boost,rechaje,Haitian
research,rechèch,Haitian
stove,recho,Haitian
callous,rèd (san pitye),Haitian
rigid,"  rèd (rijid, sèk) ",Haitian
 tense,rèd,Haitian
tough,rèd,Haitian
reduce,redui (amensi),Haitian
refer,refere,Haitian
refugee,refigye,Haitian
reject,refize (rejete),Haitian
decline,refize (bese),Haitian
refuse,refize,Haitian
think,"  reflechi (panse, kwè) ",Haitian
deliberate,reflechi (debat),Haitian
ponder,reflechi,Haitian
reason,reflechi,Haitian
reform,refòm,Haitian
chant,refren,Haitian
look,rega  gade,Haitian
regard,rega (koutje),Haitian
ruler (measure),règ,Haitian
take care of,regle,Haitian
sorry,regrèt,Haitian
regret,regrete,Haitian
meeting,reinyon,Haitian
succeed,reisi,Haitian
reject,rejè,Haitian
reject,rejete,Haitian
recover,rejwenn,Haitian
enjoy,rejwi (benefisye),Haitian
region,rejyon (zòn),Haitian
zone,rejyon,Haitian
advertisement,reklam (piblisite),Haitian
claim,reklamasyon,Haitian
reclaim,reklame,Haitian
crop,rekòlt,Haitian
harvest,rekòlte,Haitian
recommendation,rekomandasyon,Haitian
recommend,rekòmande,Haitian
urge,rekòmande,Haitian
recommence,rekomanse,Haitian
gratitude,rekonesans,Haitian
comfrot,rekonfòte,Haitian
known,rekoni,Haitian
reward,rekonpans,Haitian
reward,rekonpanse,Haitian
recess,rekreyasyon,Haitian
enroll,rekrite,Haitian
relation,relasyon,Haitian
relate,relate,Haitian
shout,rele fò,Haitian
rebuke,rele sou,Haitian
yell,rele (kriye),Haitian
call at,rele nan,Haitian
call,rele,Haitian
religious,relijye,Haitian
nun,"  relijyez (mamè, chèsè) ",Haitian
link,relye,Haitian
waist,rem (tay),Haitian
remark,remak,Haitian
remark,remake,Haitian
cure,remèd (tretman),Haitian
render,"remèt, rann, tradui (lang)",Haitian
remit,remèt,Haitian
submit,remèt,Haitian
remorse,remò,Haitian
boost,remonte (rechaje),Haitian
kidney,ren,Haitian
queen,rèn,Haitian
like,renmen,Haitian
constain,"  rennen (frennen, kontrenn) ",Haitian
rinse,rense,Haitian
deny,renye,Haitian
meal,repa,Haitian
repair,repare,Haitian
review,repase,Haitian
allot,repati (lote),Haitian
prominent,repete (fò),Haitian
repeat,repete,Haitian
reputation,repitasyon,Haitian
rest,repo,Haitian
answer,reponn,Haitian
reply,reponn,Haitian
respond,reponn,Haitian
answer,repons,Haitian
response,repons,Haitian
rest,repoze (rete),Haitian
recover,repran (rejwenn),Haitian
take back,repran,Haitian
repression,represyon,Haitian
representative,reprezantatif,Haitian
represent,reprezante,Haitian
rebuke,reprimande (rele sou),Haitian
castigate,"  reprimande (chatye, joure) ",Haitian
punish,reprimande,Haitian
scold,reprimande,Haitian
darn,reprize,Haitian
reproduction,repwodiksyon,Haitian
rest,rès (repo),Haitian
up-to-date,resan (ajou),Haitian
recent,resan,Haitian
reception,resèpsyon,Haitian
receive,resevwa,Haitian
precise,resi (egzak),Haitian
residence,residans,Haitian
mutual,resipwòk,Haitian
recite,resite,Haitian
spring,"resò, sous",Haitian
resource,resous,Haitian
respect,respè,Haitian
abide,respekte,Haitian
respect,respekte,Haitian
venerate,respekte,Haitian
breathe,respire,Haitian
responsible,responsab,Haitian
responsibility,responsabilite,Haitian
remain,restan,Haitian
rest,"  restan (rès, repo) ",Haitian
servant,restavèk (bòn),Haitian
domestic,restavèk,Haitian
maid,restavèk,Haitian
restaurant,restoran,Haitian
restrict,restrenn,Haitian
delay,retade,Haitian
postpone,retade,Haitian
cease,rete (stòp),Haitian
live,rete,Haitian
remain,rete,Haitian
rest,rete,Haitian
stay,rete,Haitian
stop,rete,Haitian
withdraw,retire (rale soti),Haitian
remove,retire (wete),Haitian
eject,retire (pouse soti),Haitian
exclude,retire,Haitian
exclude,retire,Haitian
return,retounen,Haitian
shrink,retresi,Haitian
dream,rèv,Haitian
assert,revandike,Haitian
revenge,revanj,Haitian
resell,revann,Haitian
dream,reve,Haitian
reveal,"  revele (devwale, gaye) ",Haitian
back,reversebacon,Haitian
clock,revèy (lòlàj),Haitian
arouse,reveye (eksite),Haitian
 awake,reveye,Haitian
rouse,reveye,Haitian
wake,reveye,Haitian
review,"revi, revisyon",Haitian
review,revisyon,Haitian
revise,revize,Haitian
fire (fired),revoke,Haitian
impeach,revoke,Haitian
impeach,revoke,Haitian
gun,revolvè (kanno),Haitian
reality,reyalite,Haitian
attainment,reyalizasyon,Haitian
achieve,"  reyalize (reyisi, akonpli) ",Haitian
realize,reyalize,Haitian
real,reyèl (tout bon),Haitian
join,"reyini, koud",Haitian
congregate,reyini (rasanble),Haitian
join,reyini (koud),Haitian
convene,reyini,Haitian
convene,reyini,Haitian
achieve,reyisi (akonpli),Haitian
prosper,reyisi,Haitian
prosper,reyisi,Haitian
beam,reyon,Haitian
ray,reyon,Haitian
omen,rezaj,Haitian
grape,rezen,Haitian
outcome,rezilta,Haitian
result,rezilta,Haitian
withstand,reziste (sipòte),Haitian
resist,reziste,Haitian
cause,rezon,Haitian
reason,rezon,Haitian
reasonable,rezonab,Haitian
reason,rezone (reflechi),Haitian
clang v,rezone,Haitian
solve,rezoud (solisyone),Haitian
grin,ri jòn,Haitian
chuckle,ri anbachal,Haitian
street,ri (lari),Haitian
laugh,ri,Haitian
loop,riban (v. gade),Haitian
band,riban,Haitian
ribbon,riban,Haitian
rich,rich,Haitian
fortune,richès (fòtin),Haitian
wrinkle,rid,Haitian
ridicule,ridikil,Haitian
curtain,rido,Haitian
rigid,rijid (sèk),Haitian
relax,rilaks (detann),Haitian
stingy,ripya (kras),Haitian
rural,riral,Haitian
adventure,risk (istwa dròl),Haitian
venture,riske,Haitian
coast,rivaj,Haitian
attain,rive,Haitian
attain,rive,Haitian
prosper,rive (reyisi),Haitian
prosper,rive (reyisi),Haitian
occur,rive (pase),Haitian
happen,rive (pase),Haitian
reach,rive (jwenn),Haitian
arrive,rive,Haitian
befall,rive,Haitian
river,"  rivyè (flèv, dlo, larivyè) ",Haitian
creek,rivyè,Haitian
stream,rivyè,Haitian
 crafty,rize (abil),Haitian
sly,rize (sounwa),Haitian
astute,rize,Haitian
artful,rize (koken),Haitian
tall,ro,Haitian
dress,ròb,Haitian
gown,ròb,Haitian
rock,ròch (galèt),Haitian
stone,ròch,Haitian
prowl,rode,Haitian
cast,ròl,Haitian
quaint,ròl,Haitian
lobster,roma,Haitian
novel,roman,Haitian
romance,romans,Haitian
circular,ron (ansèk),Haitian
 round,ron,Haitian
wane,ronbe,Haitian
snore,ronfle,Haitian
row,ronje (ran),Haitian
rum,ronm,Haitian
shame,ront (dezonè),Haitian
ashamed,ront,Haitian
blush,ront,Haitian
blush,ront,Haitian
belch,rote (vomi),Haitian
cavity,rou (fant),Haitian
wheel,rou,Haitian
red,rouj,Haitian
blush,rouji (ront),Haitian
roll,roule,Haitian
roll,roulo,Haitian
scorch,rousi (boule),Haitian
road,rout,Haitian
route,rout,Haitian
routine,routine,Haitian
rust,rouy,Haitian
corrode,rouye,Haitian
rust,rouye,Haitian
rusty,rouye,Haitian
pink,roz,Haitian
rose,roz,Haitian
ruin,ruin,Haitian
ruin,"ruine,S,S ~ Kreyol pronunciation ( es ) ( same as english ) ",Haitian
sack,n sak,Haitian
sacrifice,n sakrifis,Haitian
sad,tris,Haitian
safe,adj senesòf,Haitian
safe,n kòfrefò,Haitian
sail,n vwal,Haitian
sail,v navige,Haitian
salad,salad,Haitian
salary,salè,Haitian
sale,n lavant,Haitian
saliva,krache,Haitian
salmon,somon,Haitian
salt,sèl,Haitian
salute,v salye,Haitian
same,menm,Haitian
sample,n echantiyon,Haitian
sand,sab,Haitian
sandwich,sandwich,Haitian
sane,lisid,Haitian
sash,sentiwon,Haitian
satisfy,v satistè,Haitian
saturate,"satire, boure",Haitian
Saturday,samdi,Haitian
sauce,sòssaucer,Haitian
sausage,sosis,Haitian
save,sove,Haitian
savior,"sovè, lesovè",Haitian
savor,gou,Haitian
say,di,Haitian
scald,chode,Haitian
sale,balans,Haitian
scare,"efreye, alame, fè pè",Haitian
scarf,echap,Haitian
scent,"sant, orè",Haitian
schedule,n orè,Haitian
school,lekòl,Haitian
science,syans,Haitian
scientific,syantifik,Haitian
scissors,sizo,Haitian
scold,reprimande,Haitian
scorch,"rousi, boule",Haitian
score,n skò,Haitian
scorn,v meprize,Haitian
scoundrel,kannay,Haitian
scrape,"v grate, rafle",Haitian
scratch,v grafouyen,Haitian
screen,ekran,Haitian
scribble,v madjigridji,Haitian
scrub,v frote,Haitian
sea,"lanmè, loseyan",Haitian
seal,n tanpon,Haitian
seal,v sele,Haitian
search,v chèche,Haitian
seat,chèz,Haitian
second (number),dezyèm,Haitian
second (time),segonn,Haitian
secondly,dezyèmman,Haitian
secret,n sekrè,Haitian
secretary,sekrite,Haitian
secure,adj ansekirite,Haitian
security,sekirite,Haitian
sedate,andòmi,Haitian
seduce,sedui,Haitian
see,wè,Haitian
seed,grenn,Haitian
seek,chèche,Haitian
seem,sanble,Haitian
seize,sezi,Haitian
select,"seleksyone, chwazi",Haitian
self,"tèt, kò",Haitian
selfish,egoyis,Haitian
sell,vann,Haitian
senate,sena,Haitian
send,voye,Haitian
sensational,sansasyonalis,Haitian
sensationalize,v. sansasyonalize,Haitian
sense,sans,Haitian
sensible,sansib,Haitian
sentence,fraz,Haitian
separate,"adj apa, separe",Haitian
separate,v separe,Haitian
separately,separe,Haitian
September,septanm,Haitian
sequel,"fen, sauit",Haitian
sequence,sekans,Haitian
series,seri,Haitian
serious,serye,Haitian
serpent,koulèv,Haitian
servant,"restavèk, bòn",Haitian
serve,sèvi,Haitian
service,sèvis,Haitian
settle,"v etabli, tabli",Haitian
seven,sèt,Haitian
seventy,swadandis,Haitian
several,plizyè,Haitian
severe,sevè,Haitian
sew,koud,Haitian
sex,sèks,Haitian
shabby,ranyon,Haitian
shade,n lonbraj,Haitian
shadow,lonbraj,Haitian
shake,v souke,Haitian
shallow,pa fon,Haitian
shame,"n ront, dezonè",Haitian
shampoo,chanpou,Haitian
shape,fòm,Haitian
