Word,Creole_word,Creole_name
has curved back,káki  ,Saramaccan
to cock (gun),káki  ,Saramaccan
peeling (e.g. orange),kákísa  ,Saramaccan
plastic,kalë́ti,Saramaccan
corn,kálu,Saramaccan
corn stalk,kálu,Saramaccan
lizard,kaluwá,Saramaccan
giant armadillo,kámba  ,Saramaccan
room,kámba  ,Saramaccan
reed,kambalúwa  ,Saramaccan
reed arrow for shooting fish,kambalúwa  ,Saramaccan
co-wife,kambósa,Saramaccan
atmosphere,kamían  ,Saramaccan
part of body,kamían  ,Saramaccan
place,kamían  ,Saramaccan
position,kamían  ,Saramaccan
loincloth,kamísa,Saramaccan
boy,kamísama  ,Saramaccan
husband,kamísama  ,Saramaccan
snobbish,kampiísi,Saramaccan
camp,kámpu,Saramaccan
can,kán,Saramaccan
cup,kán,Saramaccan
tin can,kán,Saramaccan
tin cup,kán,Saramaccan
candle,kánda,Saramaccan
song,kandá  ,Saramaccan
to crow (i.e. rooster),kandá  ,Saramaccan
to sing,kandá  ,Saramaccan
maybe,kandë́,Saramaccan
to lean to one side,kándi  ,Saramaccan
to lie down,kándi  ,Saramaccan
to pour into container,kándi  ,Saramaccan
amulet used to ward off thieves,kándúu  ,Saramaccan
disease of the genital area,kándúu  ,Saramaccan
preservative,kánfu  ,Saramaccan
to embalm,kánfu  ,Saramaccan
filthy (head or body),kantii  ,Saramaccan
ideophone for consistency of wax,kantii  ,Saramaccan
office,kantóo,Saramaccan
cannon,kanú,Saramaccan
uneven,kanúkanú,Saramaccan
armadillo,kapasí,Saramaccan
woods,kapë́ë,Saramaccan
capybara,kapiiwá,Saramaccan
rough,kasa,Saramaccan
cheese,kási  ,Saramaccan
cupboard,kási  ,Saramaccan
sore,kasikaási,Saramaccan
wound,kasikaási,Saramaccan
cramp,katangá,Saramaccan
a cold,katáu  ,Saramaccan
mucus,katáu  ,Saramaccan
slavery,katíbo,Saramaccan
fidget,katjakatja,Saramaccan
wrestle,katjakatja,Saramaccan
bullet,katóisi,Saramaccan
cow,káu,Saramaccan
desire,kë́  ,Saramaccan
to want,kë́  ,Saramaccan
to cry,këë́,Saramaccan
to mourn,këë́,Saramaccan
funnel,këë́kíti,Saramaccan
chalk,keéti  ,Saramaccan
white clay used for religious purposes,keéti  ,Saramaccan
pencil,këijö́n,Saramaccan
church,kéíki  ,Saramaccan
denomination,kéíki  ,Saramaccan
heat up,këndë́  ,Saramaccan
hot,kéndi  ,Saramaccan
to warm up,kéndi  ,Saramaccan
warm,kéndi  ,Saramaccan
coffin,kési,Saramaccan
kettle,kë́të,Saramaccan
chains,kë́ti,Saramaccan
bring up,kiijá  ,Saramaccan
grow,kiijá  ,Saramaccan
raise,kiijá  ,Saramaccan
youth,kijóo,Saramaccan
kilogram,kiló,Saramaccan
kilometre,kilométi,Saramaccan
knee,kiní,Saramaccan
kneecap,kinítampa,Saramaccan
film,kínö,Saramaccan
movie,kínö,Saramaccan
catch,kísi  ,Saramaccan
get,kísi  ,Saramaccan
receive,kísi  ,Saramaccan
to become,kó  ,Saramaccan
to come,kó  ,Saramaccan
continually,kódó,Saramaccan
forever,kódó,Saramaccan
coffee,kofí,Saramaccan
trunk,kófu,Saramaccan
coconut,kökönö́tö,Saramaccan
husk (e.g. of coconut),kókóo  ,Saramaccan
"pod of palm fruit (after it breaks open, it is often used as large dustpan)",kókóo  ,Saramaccan
shell (e.g. of turtle),kókóo  ,Saramaccan
cane,kokotí,Saramaccan
walking stick,kokotí,Saramaccan
snail,kóla,Saramaccan
briefly,kö́lö́,Saramaccan
guilder,kö́lu,Saramaccan
cork,kö́lúku,Saramaccan
compass,kompási,Saramaccan
flying ant,kómpe  ,Saramaccan
athlete's foot,komsáka,Saramaccan
beads,kónda,Saramaccan
necklace,kónda,Saramaccan
to count,kondá  ,Saramaccan
to tell,kondá  ,Saramaccan
country,kö́ndë,Saramaccan
pole,kö́ndö,Saramaccan
clever,kö́ni  ,Saramaccan
intelligent,kö́ni  ,Saramaccan
to be careful,kö́ni  ,Saramaccan
to betray,kö́nku  ,Saramaccan
to degrade someone,kö́nku  ,Saramaccan
button,kö́nö́pu,Saramaccan
legend or folk tale,kóntu  ,Saramaccan
favored person,kö́nu  ,Saramaccan
king,kö́nu  ,Saramaccan
throne,kö́núbángi,Saramaccan
charcoal,koofája,Saramaccan
slippery,koogá,Saramaccan
to slip,koogá,Saramaccan
yellow,kóóko  ,Saramaccan
Curaçao,koosóo  ,Saramaccan
tangerine,koosóo  ,Saramaccan
clothes,koósu  ,Saramaccan
Saramaccan skirt,koósu  ,Saramaccan
girl,koósuma,Saramaccan
wife,koósuma,Saramaccan
chaff,koówa,Saramaccan
termites,kopíkopi,Saramaccan
brass,kö́pö,Saramaccan
copper,kö́pö,Saramaccan
red cent,köpösë́nsi,Saramaccan
to scold,kósi,Saramaccan
to slander,kósi,Saramaccan
cut,kóti  ,Saramaccan
cut off,kóti  ,Saramaccan
to harvest,kóti  ,Saramaccan
skirt,kóto,Saramaccan
cold,kö́tö  ,Saramaccan
shade,kö́tö  ,Saramaccan
comfort,kö́tö́háti  ,Saramaccan
contentment,kö́tö́háti  ,Saramaccan
peace,kö́tö́háti  ,Saramaccan
plant used for medicine and obeah,kö́tö́háti  ,Saramaccan
testimony,kotóígi,Saramaccan
witness,kotóígi,Saramaccan
husk,kotokú,Saramaccan
socks,köúsu,Saramaccan
mumps,kpábu,Saramaccan
coins,kpë́ngë́lë́ mö́ni,Saramaccan
and,ku,Saramaccan
by,ku,Saramaccan
with,ku,Saramaccan
vagina,kú,Saramaccan
raw,kúákúa  ,Saramaccan
toucan,kujaké,Saramaccan
spoon,kujë́ë,Saramaccan
candy,kúku,Saramaccan
cookie,kúku,Saramaccan
long pole for pushing boat through rapids,kulá  ,Saramaccan
to treat a sickness,kulá  ,Saramaccan
to leak,kulé  ,Saramaccan
to run,kulé  ,Saramaccan
(in telling a story),kuma  ,Saramaccan
just as,kuma  ,Saramaccan
just like,kuma  ,Saramaccan
pillow,kúnsu,Saramaccan
sad,kusumí,Saramaccan
unhappy,kusumí,Saramaccan
council,kuútu,Saramaccan
official meeting,kuútu,Saramaccan
quarter,kwálíki,Saramaccan
kingfisher,kwátákwata,Saramaccan
square off (wood),kwéi  ,Saramaccan
frown,kwíndji  ,Saramaccan
squeeze,kwíndji  ,Saramaccan
wring out,kwíndji  ,Saramaccan
base of the spine,lábu  ,Saramaccan
tail,lábu  ,Saramaccan
ladder,láda  ,Saramaccan
log put across creek for crossing,láda  ,Saramaccan
laugh,láfu,Saramaccan
to laugh,láfu,Saramaccan
inferior,lági,Saramaccan
low-class,lági,Saramaccan
advice,lái  ,Saramaccan
possessions,lái  ,Saramaccan
to load (e. g. cargo),lái  ,Saramaccan
to pour,lái  ,Saramaccan
string,lala,Saramaccan
real,lálálálá,Saramaccan
whale,laláo,Saramaccan
grater,lálu  ,Saramaccan
to clap hands,lálu  ,Saramaccan
pier,lampéési,Saramaccan
lame,lán  ,Saramaccan
paralyzed,lán  ,Saramaccan
long (house but not path),lánga  ,Saramaccan
to elongate,lánga  ,Saramaccan
greed,lángábë́ë,Saramaccan
eel,lángáfísi,Saramaccan
along,lángálánga  ,Saramaccan
extending for a distance,lángálánga  ,Saramaccan
depend,lángi,Saramaccan
government,lánti  ,Saramaccan
people,lánti  ,Saramaccan
the general public,lánti  ,Saramaccan
spear,lánza,Saramaccan
material for cross-stitching,lápu  ,Saramaccan
to patch,lápu  ,Saramaccan
lose,lási  ,Saramaccan
loss,lási  ,Saramaccan
to become lost,lási  ,Saramaccan
depression,lásiháti,Saramaccan
discouragement,lásiháti,Saramaccan
to split,latjá  ,Saramaccan
fright,latjahati,Saramaccan
crazy,laú,Saramaccan
to be wilted,láu  ,Saramaccan
to have an unpleasant odor,láu  ,Saramaccan
not sensible,laúlau,Saramaccan
liver,lë́bën,Saramaccan
gossip,lëgëdë  ,Saramaccan
to gossip,lëgëdë  ,Saramaccan
to tell an untruth,lëgëdë  ,Saramaccan
drive,lë́i,Saramaccan
fly,lë́i,Saramaccan
teach,léi  ,Saramaccan
to show,léi  ,Saramaccan
to estimate,léíki  ,Saramaccan
educated,léíléi,Saramaccan
learned,léíléi,Saramaccan
trip,lë́isi,Saramaccan
than,léki,Saramaccan
listless,lë́kíti,Saramaccan
weak,lë́kíti,Saramaccan
mixing stick,leletí,Saramaccan
to lick,lëmbë́  ,Saramaccan
to sprinkle for religious purposes,lëmbë́  ,Saramaccan
to borrow,léni  ,Saramaccan
to lend to someone,léni  ,Saramaccan
edge,lénti,Saramaccan
to be protected against black magic,lépi  ,Saramaccan
to be ripe,lépi  ,Saramaccan
seat on boat,lési  ,Saramaccan
to be lazy,lési  ,Saramaccan
to read,lési  ,Saramaccan
respect,lesipéki,Saramaccan
precisely,léti  ,Saramaccan
right (hand),léti  ,Saramaccan
right-hand,létímáun,Saramaccan
lion,lë́un,Saramaccan
month,líba  ,Saramaccan
moustache,líbábúká bía,Saramaccan
upriver,líbasë,Saramaccan
moon,líbáwójo,Saramaccan
life,líbi  ,Saramaccan
to live,líbi  ,Saramaccan
living,líbílíbi,Saramaccan
lifetime,líbiten,Saramaccan
file,líma  ,Saramaccan
snake,líma  ,Saramaccan
to file,líma  ,Saramaccan
to sharpen,líma  ,Saramaccan
to clean,limbá  ,Saramaccan
to peel,limbá  ,Saramaccan
to shave,limbá  ,Saramaccan
clean,limbo  ,Saramaccan
clear,limbo  ,Saramaccan
earring,línga  ,Saramaccan
smooth,línzo,Saramaccan
river,lío,Saramaccan
clan,lö́,Saramaccan
to like or love,lóbi  ,Saramaccan
to rub,lóbi  ,Saramaccan
lover,lóbima,Saramaccan
round,logologo  ,Saramaccan
plump,logoo,Saramaccan
roll up,lólu  ,Saramaccan
"roll, a",lólu  ,Saramaccan
to go around something,lómbóto  ,Saramaccan
to surround,lómbóto  ,Saramaccan
distant,lóngi,Saramaccan
"far away,",lóngi,Saramaccan
caterpillar,lonká  ,Saramaccan
to purr,lonká  ,Saramaccan
to snore,lonká  ,Saramaccan
to go around,lóntu  ,Saramaccan
perfume,lösíön,Saramaccan
lice,lósu,Saramaccan
to desire,lö́sútu  ,Saramaccan
to rest,lö́sútu  ,Saramaccan
plumbline,lö́tö  ,Saramaccan
care for,lúku  ,Saramaccan
look,lúku  ,Saramaccan
look at,lúku  ,Saramaccan
wait,lúku  ,Saramaccan
medicine man,lúkuma,Saramaccan
fall apart,lulú  ,Saramaccan
lie in wait for,lulú  ,Saramaccan
stalk,lulú  ,Saramaccan
tempt,lulú  ,Saramaccan
unravel,lulú  ,Saramaccan
to solve (problem),lúsu  ,Saramaccan
root,lútu,Saramaccan
but,ma,Saramaccan
to sharpen (knife),maá  ,Saramaccan
mark,maaká  ,Saramaccan
measure,maaká  ,Saramaccan
to aim at,maaká  ,Saramaccan
to make a design on,maaká  ,Saramaccan
to mark,maaká  ,Saramaccan
to measure,maaká  ,Saramaccan
screen,maaní  ,Saramaccan
sieve,maaní  ,Saramaccan
sugar cane syrup,maási,Saramaccan
syrup,maási,Saramaccan
mulatto,maáta,Saramaccan
cotton,maáun,Saramaccan
thread,maáun,Saramaccan
daughter-in-law,mái,Saramaccan
mother-in-law,mái,Saramaccan
second growth weeds and bushes,majaja  ,Saramaccan
palm tree,maká  ,Saramaccan
thorns,maká  ,Saramaccan
yam,maká njámísi,Saramaccan
together,makándi,Saramaccan
to lack,makéi  ,Saramaccan
helpless,makisá  ,Saramaccan
to squash or step on,makisá  ,Saramaccan
unhealthy,makisá  ,Saramaccan
might,mákíti,Saramaccan
lazy,malë́ngë,Saramaccan
lazy person,malë́ngëma,Saramaccan
sluggard,malë́ngëma,Saramaccan
most essential part:,mamá  ,Saramaccan
mother,mamá  ,Saramaccan
molar,mamágógótánda,Saramaccan
morning,mámate,Saramaccan
papaya,mamáun,Saramaccan
blemish on skin,mamuná,Saramaccan
scab,mamuná,Saramaccan
basket,mánda,Saramaccan
to command,mandá  ,Saramaccan
to send,mandá  ,Saramaccan
stain,mandjá,Saramaccan
to stain,mandjá,Saramaccan
ripe,mandúu  ,Saramaccan
vine,mandúu  ,Saramaccan
courtesy,maníni,Saramaccan
good manners,maníni,Saramaccan
term of address between men,mánu  ,Saramaccan
master,mása  ,Saramaccan
to boss,mása  ,Saramaccan
measles,mási,Saramaccan
pox,mási,Saramaccan
overgrowth,masiá  ,Saramaccan
rice that grows after harvest,masiá  ,Saramaccan
machine,masíni  ,Saramaccan
motor,masíni  ,Saramaccan
sewing machine,masíni  ,Saramaccan
mattress,mataási,Saramaccan
reed press,matapí  ,Saramaccan
to take offense.,máti  ,Saramaccan
axe,matjáu,Saramaccan
jungle,mátu,Saramaccan
arm,máun  ,Saramaccan
branch,máun  ,Saramaccan
hand,máun  ,Saramaccan
nun,mazó,Saramaccan
priest,mazó,Saramaccan
to make,mbéi  ,Saramaccan
animal,mbéti  ,Saramaccan
flesh,mbéti  ,Saramaccan
your sister-in-law’s husband or your brother-in-law’s wife,mbéti  ,Saramaccan
mill,mbíi  ,Saramaccan
to grind,mbíi  ,Saramaccan
hornet(s),mbutíkáa,Saramaccan
wasp(s),mbutíkáa,Saramaccan
milk,më́íki,Saramaccan
to remember,më́mbë  ,Saramaccan
suppose,më́ni  ,Saramaccan
think,më́ni  ,Saramaccan
teacher,më́sítë,Saramaccan
meter,më́ti,Saramaccan
I,mi,Saramaccan
me,mi,Saramaccan
child,míi  ,Saramaccan
son or daughter,míi  ,Saramaccan
baby,miíi  ,Saramaccan
urine,miindjá,Saramaccan
million,milión,Saramaccan
to be reconciled,mindí  ,Saramaccan
to bind together,mindí  ,Saramaccan
to compose (a story or song),mindí  ,Saramaccan
middle,míndi  ,Saramaccan
waist,míndi  ,Saramaccan
minute,miníti,Saramaccan
myself,míséei,Saramaccan
to miss,mísi  ,Saramaccan
to offend,mísi  ,Saramaccan
to bring together,míti  ,Saramaccan
to meet,míti  ,Saramaccan
destitute,möfína,Saramaccan
pretty girl (slang),mömbë́  ,Saramaccan
money,mö́ni,Saramaccan
false eye,mönímö  ,Saramaccan
marble,mönímö  ,Saramaccan
anymore,mö́ön  ,Saramaccan
more,mö́ön  ,Saramaccan
more than,mö́ön  ,Saramaccan
ever,mö́önsö,Saramaccan
never,mö́önsö,Saramaccan
mouse,mösimö́si,Saramaccan
prostitute,mötjö́,Saramaccan
watch,mö́tu,Saramaccan
woman,mujë́ë,Saramaccan
everybody,múndu  ,Saramaccan
universe,múndu  ,Saramaccan
moisten,munján,Saramaccan
"wet, to",munján,Saramaccan
should,musu,Saramaccan
child’s cap,músu  ,Saramaccan
must,músu  ,Saramaccan
backpack,mutete,Saramaccan
rainbow,mutjáma,Saramaccan
micah,mutjáma kaká,Saramaccan
aluminum leg and arm bands,muungá  ,Saramaccan
"sweet food made with rice, peanuts and sugar",muungá  ,Saramaccan
to bruise an old sore,muungá  ,Saramaccan
negative marker,ná  ,Saramaccan
not,ná  ,Saramaccan
when?,na ún ten,Saramaccan
to sew,nái  ,Saramaccan
to hit (on purpose or accidentally),náki  ,Saramaccan
to join,namá  ,Saramaccan
to side with,namá  ,Saramaccan
to touch,namá  ,Saramaccan
strap,nambá,Saramaccan
name for the greatest God,naná  ,Saramaccan
dirty,nási,Saramaccan
to grow,nasí  ,Saramaccan
to reincarnate,nasí  ,Saramaccan
kind of people,nasíön,Saramaccan
nation,nasíön,Saramaccan
or,násö  ,Saramaccan
leaves or vine for poisoning fish,ndekú  ,Saramaccan
night,ndéti,Saramaccan
a lot,ndófu,Saramaccan
name,në́  ,Saramaccan
reputation,në́  ,Saramaccan
fame,në́bái,Saramaccan
nine,në́ígi,Saramaccan
sweet,në́mínëmi,Saramaccan
Negro,në́ngë,Saramaccan
person,në́ngë,Saramaccan
bird nest,në́si  ,Saramaccan
spawning place for fish,në́si  ,Saramaccan
stutter,ngáku,Saramaccan
ditch,ngö́tö,Saramaccan
to bite,nján  ,Saramaccan
to corrode,nján  ,Saramaccan
to eat,nján  ,Saramaccan
use,nján  ,Saramaccan
use up,nján  ,Saramaccan
cooked rice,njanján  ,Saramaccan
food,njanján  ,Saramaccan
sparkling,njëngënjëngë,Saramaccan
young,njö́nku,Saramaccan
pimples,njö́nkúsu,Saramaccan
new,njúnjun  ,Saramaccan
recently,njúnjun  ,Saramaccan
news,njúnsu,Saramaccan
identifying mark,nö́bu  ,Saramaccan
number,nö́bu  ,Saramaccan
to mark with identifying mark,nö́bu  ,Saramaccan
proverb,nöngö́  ,Saramaccan
no!,nö́nö,Saramaccan
introducer for explanatory clause,nö́ö  ,Saramaccan
only,nö́ö  ,Saramaccan
present time,nö́unö́u  ,Saramaccan
right now,nö́unö́u  ,Saramaccan
emergency,nö́útu  ,Saramaccan
need,nö́útu  ,Saramaccan
nose,núsu,Saramaccan
"aki o}""}expression used at end of sentence to soften speech: ko aki o}",o  ,Saramaccan
future tense marker,o  ,Saramaccan
obeah,óbia,Saramaccan
egg,óbo,Saramaccan
a ride with someone who was already going,okási  ,Saramaccan
opportunity,okási  ,Saramaccan
gasoline,óli,Saramaccan
clock,olóísi,Saramaccan
man,ómi,Saramaccan
oven,ö́nfuö́,Saramaccan
buzzard,opéte,Saramaccan
poison,opión,Saramaccan
officer,oposíi,Saramaccan
house,ósu,Saramaccan
automobile,otó,Saramaccan
conversation,óto  ,Saramaccan
other,óto  ,Saramaccan
something said,óto  ,Saramaccan
story,óto  ,Saramaccan
pair,páa,Saramaccan
dish,paabí,Saramaccan
pardon,paadón,Saramaccan
to disperse,paajá,Saramaccan
to spread,paajá,Saramaccan
promise,paamúsi,Saramaccan
to promise,paamúsi,Saramaccan
board,paánga,Saramaccan
plank,paánga,Saramaccan
descendants,paansú  ,Saramaccan
seed for planting,paansú  ,Saramaccan
umbrella,paasóo,Saramaccan
flat,paáta,Saramaccan
(e.g. political) party,paatë́i,Saramaccan
cohorts,paatë́i,Saramaccan
to deal out,paatí  ,Saramaccan
to divide,paatí  ,Saramaccan
to separate,paatí  ,Saramaccan
paddle,páda  ,Saramaccan
propeller,páda  ,Saramaccan
father-in-law,pái,Saramaccan
son-in-law,pái,Saramaccan
to bear fruit,paí  ,Saramaccan
to give birth,paí  ,Saramaccan
debt,paimá,Saramaccan
repayment for something,paimá,Saramaccan
woman who bears children,paíma  ,Saramaccan
woman who has just given birth,paíma  ,Saramaccan
payment,paká,Saramaccan
to pay,paká,Saramaccan
offering,pakamë́ntu,Saramaccan
load,páki  ,Saramaccan
"pack, a",páki  ,Saramaccan
"pack, to",páki  ,Saramaccan
to consider,pakiséi,Saramaccan
to think,pakiséi,Saramaccan
canoe,palibóto,Saramaccan
pumpkin,pampú,Saramaccan
squash,pampú,Saramaccan
to grab,panján  ,Saramaccan
pan,pánu  ,Saramaccan
mush,pápa,Saramaccan
porridge,pápa,Saramaccan
"long narrow item (e.g. hand of a clock, pencil)",papái  ,Saramaccan
rib of palm leaf,papái  ,Saramaccan
chatter,papiá,Saramaccan
speak,papiá,Saramaccan
bird craw,pápu  ,Saramaccan
chest bone,pápu  ,Saramaccan
ago,pasá  ,Saramaccan
to happen,pasá  ,Saramaccan
to pass by,pasá  ,Saramaccan
patience,pasénsi,Saramaccan
path,pási  ,Saramaccan
duck,patupátu,Saramaccan
log,páu  ,Saramaccan
act playfully,pëë́  ,Saramaccan
dancing,pëë́  ,Saramaccan
drumming,pëë́  ,Saramaccan
game,pëë́  ,Saramaccan
play,pëë́  ,Saramaccan
singing,pëë́  ,Saramaccan
to play an instrument or game,pëë́  ,Saramaccan
nail,peégu,Saramaccan
horsepower,péékáa,Saramaccan
"plane, wood",peéni,Saramaccan
wood plane,peéni,Saramaccan
image,peéntje,Saramaccan
picture,peéntje,Saramaccan
baksheesh,peesénti,Saramaccan
tip,peesénti,Saramaccan
to crowd,peetá  ,Saramaccan
to hold tightly,peetá  ,Saramaccan
equal,péi,Saramaccan
medicine tablet,péíki  ,Saramaccan
pellet,péíki  ,Saramaccan
all kinds of,péípéi  ,Saramaccan
canvas,pelá  ,Saramaccan
large canvas or plastic sheet to protect,pelá  ,Saramaccan
tent,peláwósu,Saramaccan
pain,pén  ,Saramaccan
pin,pén  ,Saramaccan
shear pin,pén  ,Saramaccan
poor,pená  ,Saramaccan
"color, to",pëndë́  ,Saramaccan
colored,pëndë́  ,Saramaccan
decorate,pëndë́  ,Saramaccan
spotted,pëndë́  ,Saramaccan
striped,pëndë́  ,Saramaccan
naked,pë́në́pënë,Saramaccan
enclosure,péni,Saramaccan
comb,pénti  ,Saramaccan
pepper,pë́pë,Saramaccan
peas,pési,Saramaccan
ask,pidí  ,Saramaccan
beg,pidí  ,Saramaccan
propose,pidí  ,Saramaccan
collect,píi  ,Saramaccan
gather,píi  ,Saramaccan
to pick out,píi  ,Saramaccan
excuse me,piimísi  ,Saramaccan
to ask pardon,piimísi  ,Saramaccan
arrow,piiwá,Saramaccan
celebration,piizíi  ,Saramaccan
to be happy,piizíi  ,Saramaccan
to have a good time,piizíi  ,Saramaccan
small,pikí,Saramaccan
to answer,píki  ,Saramaccan
"to sound out, e.g.:",píki  ,Saramaccan
April,pikídééwéí líba,Saramaccan
Wednesday,pikísaba,Saramaccan
a little bit,pikíwan  ,Saramaccan
younger one,pikíwan  ,Saramaccan
hair pin,pína  ,Saramaccan
palm branches used for thatching roof,pína  ,Saramaccan
safety pin,pína  ,Saramaccan
peanut,pindá,Saramaccan
peanut butter,pindá,Saramaccan
statue,pindi,Saramaccan
to pinch,píndja  ,Saramaccan
to tell secretly,píndja  ,Saramaccan
to use sparingly,píndja  ,Saramaccan
pipe,pípa,Saramaccan
penis,pipí,Saramaccan
piece of,písi  ,Saramaccan
where one lives,písi  ,Saramaccan
while,písi  ,Saramaccan
doll,póbíki  ,Saramaccan
kill,pói  ,Saramaccan
naughty,pói  ,Saramaccan
slander,pói  ,Saramaccan
spoiled,pói  ,Saramaccan
too much,pói  ,Saramaccan
very much,pói  ,Saramaccan
sneaky,politíki,Saramaccan
dove,pómba,Saramaccan
pigeon,pómba,Saramaccan
to spoil,póndi  ,Saramaccan
barge,póndo,Saramaccan
pound,póntu,Saramaccan
test,poobá,Saramaccan
try,poobá,Saramaccan
celebrate,poólo  ,Saramaccan
playful,poólo  ,Saramaccan
show off,poólo  ,Saramaccan
unusual power to do something,poosían  ,Saramaccan
wallet,pootumö́ni,Saramaccan
foundation post,pósu,Saramaccan
post,pósu,Saramaccan
camera,pötilë́ti,Saramaccan
pot of medicine or obeah,pö́tö  ,Saramaccan
"pot, earthen",pö́tö  ,Saramaccan
mud,pötöpötö,Saramaccan
pool of water,pú  ,Saramaccan
bat,pukusu,Saramaccan
bubbles,pululú,Saramaccan
foam,pululú,Saramaccan
to massage,pusá  ,Saramaccan
to move over,pusá  ,Saramaccan
to slide something to one side,pusá  ,Saramaccan
whore,púta,Saramaccan
explain,púu  ,Saramaccan
produce,púu  ,Saramaccan
remove,púu  ,Saramaccan
to row a canoe,púu  ,Saramaccan
"yield (e.g. a seed, a crop)",púu  ,Saramaccan
"shed, to",puumá,Saramaccan
animal hair,puúma  ,Saramaccan
body,puúma  ,Saramaccan
feather (s),puúma  ,Saramaccan
fur,puúma  ,Saramaccan
may,sa,Saramaccan
"mercy, to have",sáa,Saramaccan
"pity, to",sáa,Saramaccan
sardine,saadíni,Saramaccan
slave,saáfu,Saramaccan
to give away too generously,saajá  ,Saramaccan
to spread a piece of news indiscriminately,saajá  ,Saramaccan
Saramaccan,Saamáka  ,Saramaccan
Saramaccan area,Saamáka  ,Saramaccan
a straight stretch of river upriver from Duwata where the current is especially strong,Saamákásítááti  ,Saramaccan
"the street in Paramaribo known as Saramacca-straat, where Saramaccans buy most of their supplies and where they take a truck to the interior",Saamákásítááti  ,Saramaccan
Suriname,Saaná,Saramaccan
contraction for ‘know how’:,sáanfa  ,Saramaccan
knowledge,sáanfa  ,Saramaccan
wisdom,sáanfa  ,Saramaccan
hoof,saapátu  ,Saramaccan
sandal,saapátu  ,Saramaccan
careful,sáápi,Saramaccan
quiet,sáápi,Saramaccan
quietly,sáápísáápi,Saramaccan
"quietly, slowly",sáápísáápi,Saramaccan
slowly,sáápísáápi,Saramaccan
sharp (e.g. knife),saápu  ,Saramaccan
sharp in understanding,saápu  ,Saramaccan
in a hurry,saasaa,Saramaccan
day of rest,sabá  ,Saramaccan
week,sabá  ,Saramaccan
desert,sabána,Saramaccan
grassland(s),sabána,Saramaccan
to know,sábi  ,Saramaccan
ringworm,sakáamë,Saramaccan
humility,sákáfási,Saramaccan
to scratch up,sakatá  ,Saramaccan
to toss and turn,sakatá  ,Saramaccan
business,sáki,Saramaccan
shake off/out,sakpí,Saramaccan
sack,sáku,Saramaccan
gnaw,sán  ,Saramaccan
saw,sán  ,Saramaccan
dwarf,sandopí,Saramaccan
midget,sandopí,Saramaccan
sand,sándu,Saramaccan
nosebleed,sangá  ,Saramaccan
to stagger around,sangá  ,Saramaccan
sandpaper,sansipampía,Saramaccan
afternoon,sápate,Saramaccan
evening,sápate,Saramaccan
Saturday,sata,Saramaccan
salt,sátu  ,Saramaccan
aside,së  ,Saramaccan
in regard to,së  ,Saramaccan
seven,së́bën,Saramaccan
leech,sébítáa,Saramaccan
May,sébítáá líba,Saramaccan
intensifier,seéi  ,Saramaccan
same,seéi  ,Saramaccan
self,seéi  ,Saramaccan
arrange,seeká  ,Saramaccan
prepare,seeká  ,Saramaccan
fish net,séépi  ,Saramaccan
to sell,séi  ,Saramaccan
to disturb greatly,séki  ,Saramaccan
to shake,séki  ,Saramaccan
shame,sén  ,Saramaccan
"bright, be",sëndë́,Saramaccan
shine,sëndë́,Saramaccan
since,sénsi,Saramaccan
scissors,seséi,Saramaccan
begin,séti,Saramaccan
set up,séti,Saramaccan
amulet,sibá  ,Saramaccan
wooden whistle for attracting agoutis,sibá  ,Saramaccan
cigarette,sigalë́ti,Saramaccan
seed,síi  ,Saramaccan
"small item of which there are many (e.g. bead, candy, pill)",síi  ,Saramaccan
close to death (upriver dialect),síki  ,Saramaccan
sick (downriver dialect),síki  ,Saramaccan
six,síkísi,Saramaccan
school,sikö́ö,Saramaccan
narrow shovel,sikópu  ,Saramaccan
to kick,sikópu  ,Saramaccan
police,sikö́utu,Saramaccan
sloth,siló,Saramaccan
cement,simá,Saramaccan
to cement,simá,Saramaccan
ashes,síndja,Saramaccan
fer-de-lance,síndjápéétúmáun,Saramaccan
gray,síndjásindja,Saramaccan
Chinese,sinë́isi,Saramaccan
sing,síngi  ,Saramaccan
sink,síngi  ,Saramaccan
band tied around waist after giving birth,sínta  ,Saramaccan
to be exciting,sipán  ,Saramaccan
to be filled to bursting,sipán  ,Saramaccan
to be strained,sipán  ,Saramaccan
Spanish,sipanjö́lu,Saramaccan
mirror,sipéi  ,Saramaccan
to wait for,sipéi  ,Saramaccan
ship,sípi  ,Saramaccan
swallow-tailed kite,sípi  ,Saramaccan
hypodermic syringe,sipóiti  ,Saramaccan
to give an injection,sipóiti  ,Saramaccan
to spray,sipóiti  ,Saramaccan
sponge,sipö́nsu,Saramaccan
joke,sipóótu,Saramaccan
sister,sísa,Saramaccan
punishment,sitááfu  ,Saramaccan
unfortunate circumstance,sitááfu  ,Saramaccan
main path,sitááti,Saramaccan
street,sitááti,Saramaccan
stamp,sitámpu  ,Saramaccan
to stamp,sitámpu  ,Saramaccan
rock,sitónu,Saramaccan
approximately,sö́  ,Saramaccan
so,sö́  ,Saramaccan
thus,sö́  ,Saramaccan
soldier,sodáti,Saramaccan
storey,sö́dö  ,Saramaccan
to swear,sói  ,Saramaccan
to swell,sói  ,Saramaccan
certain,sóifi,Saramaccan
heat from something,sómba  ,Saramaccan
spirit that possesses one when certain trees are felled or damaged,sómba  ,Saramaccan
Sunday,sónde,Saramaccan
